Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,URL,WikiWordCount,external_urls,followers,genres,popularity
85,5.328236693,The Beatles,Come Together,1969,87467921,https://en.wikipedia.org/wiki/The_Beatles,14112.0,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,5042014.0,british invasion|classic rock|merseybeat|protopunk|psychedelic rock|rock,89.0
3,48.42838339,Louis Armstrong,"Hello, Dolly!",1964,3378654,https://en.wikipedia.org/wiki/Louis_Armstrong,9606.0,https://open.spotify.com/artist/19eLuQmk9aCobbVDHc6eek,928788.0,adult standards|christmas|dixieland|jazz blues|jazz christmas|new orleans jazz|soul|swing|vocal jazz,76.0
6,30.6492728,Dean Martin,Everybody Loves Somebody,1964,9620202,https://en.wikipedia.org/wiki/Dean_Martin,4570.0,https://open.spotify.com/artist/49e4v89VmlDcFCMyDv9wQ9,381183.0,adult standards|christmas|easy listening|lounge|vocal jazz,76.0
77,5.687430745,Dean Martin,The Door Is Still Open to My Heart,1964,1013765,https://en.wikipedia.org/wiki/Dean_Martin,4570.0,https://open.spotify.com/artist/49e4v89VmlDcFCMyDv9wQ9,381183.0,adult standards|christmas|easy listening|lounge|vocal jazz,76.0
8,25.34898699,Gale Garnett,We'll Sing in the Sunshine,1964,211353,https://en.wikipedia.org/wiki/Gale_Garnett,1522.0,https://open.spotify.com/artist/5cJgEhhKGk7kiSA6O8Qzyc,384.0,bubblegum pop,22.0
9,23.45308318,J. Frank Wilson and the Cavaliers,Last Kiss,1964,440810,https://en.wikipedia.org/wiki/J._Frank_Wilson_and_the_Cavaliers,376.0,https://open.spotify.com/artist/4vw8nqsMRW93XuZpXOcOHD,1088.0,doo-wop,29.0
10,21.87761624,The Supremes,Where Did Our Love Go,1964,22205872,https://en.wikipedia.org/wiki/The_Supremes,5042.0,https://open.spotify.com/artist/57bUPid8xztkieZfS7OlEV,388007.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|classic rock|disco|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,70.0
33,9.949031357,The Supremes,Baby Love,1964,44450809,https://en.wikipedia.org/wiki/The_Supremes,5042.0,https://open.spotify.com/artist/57bUPid8xztkieZfS7OlEV,388007.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|classic rock|disco|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,70.0
20,13.84586851,The Supremes,Stop! In the Name of Love,1965,29765413,https://en.wikipedia.org/wiki/The_Supremes,5042.0,https://open.spotify.com/artist/57bUPid8xztkieZfS7OlEV,388007.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|classic rock|disco|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,70.0
37,9.225435187999999,The Supremes,Back in My Arms Again,1965,2866058,https://en.wikipedia.org/wiki/The_Supremes,5042.0,https://open.spotify.com/artist/57bUPid8xztkieZfS7OlEV,388007.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|classic rock|disco|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,70.0
8,25.34898699,The Supremes,You Can't Hurry Love,1966,77355864,https://en.wikipedia.org/wiki/The_Supremes,5042.0,https://open.spotify.com/artist/57bUPid8xztkieZfS7OlEV,388007.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|classic rock|disco|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,70.0
30,10.59497587,The Supremes,You Keep Me Hangin' On,1966,11752447,https://en.wikipedia.org/wiki/The_Supremes,5042.0,https://open.spotify.com/artist/57bUPid8xztkieZfS7OlEV,388007.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|classic rock|disco|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,70.0
81,5.500471104,The Supremes,My World Is Empty Without You,1966,3451648,https://en.wikipedia.org/wiki/The_Supremes,5042.0,https://open.spotify.com/artist/57bUPid8xztkieZfS7OlEV,388007.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|classic rock|disco|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,70.0
28,11.08857401,The Supremes,Love Is Here And Now You're Gone,1967,1402733,https://en.wikipedia.org/wiki/The_Supremes,5042.0,https://open.spotify.com/artist/57bUPid8xztkieZfS7OlEV,388007.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|classic rock|disco|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,70.0
29,10.83471074,The Supremes,The Happening,1967,3012733,https://en.wikipedia.org/wiki/The_Supremes,5042.0,https://open.spotify.com/artist/57bUPid8xztkieZfS7OlEV,388007.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|classic rock|disco|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,70.0
41,8.621099442,The Supremes,Reflections,1967,3884474,https://en.wikipedia.org/wiki/The_Supremes,5042.0,https://open.spotify.com/artist/57bUPid8xztkieZfS7OlEV,388007.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|classic rock|disco|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,70.0
27,11.35794904,The Supremes,Love Child,1968,3357859,https://en.wikipedia.org/wiki/The_Supremes,5042.0,https://open.spotify.com/artist/57bUPid8xztkieZfS7OlEV,388007.0,adult standards|brill building pop|chicago soul|christmas|classic funk rock|classic rock|disco|mellow gold|memphis soul|motown|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,70.0
11,20.54380234,Barbra Streisand,People,1964,1096736,https://en.wikipedia.org/wiki/Barbra_Streisand,9030.0,https://open.spotify.com/artist/7jmTilWYlKOuavFfmQAcu6,231807.0,adult standards|cabaret|christmas|disco|hollywood|mellow gold|opera|soft rock|vocal jazz,69.0
12,19.39725958,Al Hirt,Java,1964,362090,https://en.wikipedia.org/wiki/Al_Hirt,961.0,https://open.spotify.com/artist/0TGsWvnbtExsbGUSWtXENE,5403.0,christmas|dixieland|easy listening|exotica|jazz christmas|lounge|new orleans jazz,41.0
84,5.370017132,Al Hirt,Cotton Candy,1964,45946,https://en.wikipedia.org/wiki/Al_Hirt,961.0,https://open.spotify.com/artist/0TGsWvnbtExsbGUSWtXENE,5403.0,christmas|dixieland|easy listening|exotica|jazz christmas|lounge|new orleans jazz,41.0
15,16.74093727,Manfred Mann,Do Wah Diddy Diddy,1964,12837467,https://en.wikipedia.org/wiki/Manfred_Mann,1907.0,https://open.spotify.com/artist/5670CyWrIOA7702gNjsGMZ,56164.0,brill building pop|british blues|british invasion|bubblegum pop|christmas|classic rock|folk rock|merseybeat|motown|psychedelic rock|rock-and-roll|rockabilly,56.0
91,5.093692001,Manfred Mann,The Mighty Quinn,1968,4682816,https://en.wikipedia.org/wiki/Manfred_Mann,1907.0,https://open.spotify.com/artist/5670CyWrIOA7702gNjsGMZ,56164.0,brill building pop|british blues|british invasion|bubblegum pop|christmas|classic rock|folk rock|merseybeat|motown|psychedelic rock|rock-and-roll|rockabilly,56.0
18,14.84294734,Billy J. Kramer and The Dakotas,Little Children,1964,480702,https://en.wikipedia.org/wiki/Billy_J._Kramer,1328.0,https://open.spotify.com/artist/7m2WaGqLDhPRdhdw5MOxjX,444.0,,9.0
97,4.883493965,Billy J. Kramer and The Dakotas,Bad to Me,1964,1302962,https://en.wikipedia.org/wiki/Billy_J._Kramer,1328.0,https://open.spotify.com/artist/7m2WaGqLDhPRdhdw5MOxjX,444.0,,9.0
19,14.32262507,The Ray Charles Singers,Love Me with All Your Heart (Cuando Calienta El Sol),1964,11797,"https://en.wikipedia.org/wiki/Ray_Charles_(musician,_born_1918)",1894.0,https://open.spotify.com/artist/2FbG2PIAVFvzszwgz2QuOL,524.0,easy listening|jazz christmas,26.0
21,13.40711287,The Dixie Cups,Chapel of Love,1964,6887338,https://en.wikipedia.org/wiki/The_Dixie_Cups,963.0,https://open.spotify.com/artist/7ICvZfP4VHAPZ5Wdt03772,11861.0,brill building pop|doo-wop|girl group|motown,49.0
22,13.00172664,Terry Stafford,Suspicion,1964,747126,https://en.wikipedia.org/wiki/Terry_Stafford,603.0,https://open.spotify.com/artist/4kmoIUly5v8RsaKDhevAjT,1081.0,brill building pop|bubblegum pop|merseybeat,31.0
63,6.49284802,The Dave Clark Five,Because,1964,233636,https://en.wikipedia.org/wiki/The_Dave_Clark_Five,1911.0,https://open.spotify.com/artist/2HBbky0Z08ZcCKVsXWbNE4,18351.0,brill building pop|british invasion|bubblegum pop|folk rock|merseybeat,30.0
67,6.234342105,The Dave Clark Five,Can't You See That She's Mine,1964,5883,https://en.wikipedia.org/wiki/The_Dave_Clark_Five,1911.0,https://open.spotify.com/artist/2HBbky0Z08ZcCKVsXWbNE4,18351.0,brill building pop|british invasion|bubblegum pop|folk rock|merseybeat,30.0
91,5.093692001,The Dave Clark Five,Do You Love Me,1964,5876,https://en.wikipedia.org/wiki/The_Dave_Clark_Five,1911.0,https://open.spotify.com/artist/2HBbky0Z08ZcCKVsXWbNE4,18351.0,brill building pop|british invasion|bubblegum pop|folk rock|merseybeat,30.0
26,11.64441273,The Newbeats,Bread and Butter,1964,469577,https://en.wikipedia.org/wiki/The_Newbeats,566.0,https://open.spotify.com/artist/6LK7EEHFApe9FZbFRFyBDN,528.0,northern soul,21.0
30,10.59497587,Peter and Gordon,A World Without Love,1964,2782696,https://en.wikipedia.org/wiki/Peter_and_Gordon,951.0,https://open.spotify.com/artist/6lHC2EQMEMZiEmSfFloarn,12316.0,adult standards|brill building pop|british blues|british invasion|bubblegum pop|christmas|folk rock|merseybeat|rock-and-roll,44.0
75,5.787081067999999,Peter and Gordon,I Go to Pieces,1965,806850,https://en.wikipedia.org/wiki/Peter_and_Gordon,951.0,https://open.spotify.com/artist/6lHC2EQMEMZiEmSfFloarn,12316.0,adult standards|brill building pop|british blues|british invasion|bubblegum pop|christmas|folk rock|merseybeat|rock-and-roll,44.0
82,5.4561067329999995,Peter and Gordon,True Love Ways,1965,612139,https://en.wikipedia.org/wiki/Peter_and_Gordon,951.0,https://open.spotify.com/artist/6lHC2EQMEMZiEmSfFloarn,12316.0,adult standards|brill building pop|british blues|british invasion|bubblegum pop|christmas|folk rock|merseybeat|rock-and-roll,44.0
55,7.101672245,Peter and Gordon,Lady Godiva,1966,246814,https://en.wikipedia.org/wiki/Peter_and_Gordon,951.0,https://open.spotify.com/artist/6lHC2EQMEMZiEmSfFloarn,12316.0,adult standards|brill building pop|british blues|british invasion|bubblegum pop|christmas|folk rock|merseybeat|rock-and-roll,44.0
86,5.287264321,Peter and Gordon,Woman,1966,183303,https://en.wikipedia.org/wiki/Peter_and_Gordon,951.0,https://open.spotify.com/artist/6lHC2EQMEMZiEmSfFloarn,12316.0,adult standards|brill building pop|british blues|british invasion|bubblegum pop|christmas|folk rock|merseybeat|rock-and-roll,44.0
31,10.36815025,The Honeycombs,Have I the Right?,1964,1006483,https://en.wikipedia.org/wiki/The_Honeycombs,2399.0,https://open.spotify.com/artist/2322gLwXvyJa6PejhOWQEH,5274.0,british invasion|bubblegum pop|merseybeat|rock-and-roll,33.0
32,10.15315495,The Serendipity Singers,Don't Let the Rain Come Down (Crooked Little Man),1964,32585,https://en.wikipedia.org/wiki/The_Serendipity_Singers,2064.0,https://open.spotify.com/artist/60mbIWU4hFqNwuTFE1jPku,641.0,,12.0
34,9.754924552,Betty Everett and Jerry Butler,Let It Be Me,1964,14221,https://en.wikipedia.org/wiki/Betty_Everett,1249.0,,,,
35,9.570069477999999,Dusty Springfield,Wishin' and Hopin',1964,3337374,https://en.wikipedia.org/wiki/Dusty_Springfield,7320.0,https://open.spotify.com/artist/5zaXYwewAXedKNCff45U5l,129104.0,adult standards|brill building pop|british invasion|bubblegum pop|christmas|classic rock|folk|folk rock|jazz blues|mellow gold|memphis soul|motown|new wave pop|quiet storm|rock-and-roll|singer-songwriter|soul|soul christmas|southern soul|vocal jazz,67.0
35,9.570069477999999,Dusty Springfield,You Don't Have To Say You Love Me,1966,9288509,https://en.wikipedia.org/wiki/Dusty_Springfield,7320.0,https://open.spotify.com/artist/5zaXYwewAXedKNCff45U5l,129104.0,adult standards|brill building pop|british invasion|bubblegum pop|christmas|classic rock|folk|folk rock|jazz blues|mellow gold|memphis soul|motown|new wave pop|quiet storm|rock-and-roll|singer-songwriter|soul|soul christmas|southern soul|vocal jazz,67.0
37,9.225435187999999,Dionne Warwick,Walk On By,1964,8336468,https://en.wikipedia.org/wiki/Dionne_Warwick,7251.0,https://open.spotify.com/artist/2JSjCHK79gdaiPWdKiNUNp,158688.0,adult standards|brill building pop|bubblegum pop|christmas|disco|mellow gold|motown|new wave pop|quiet storm|soft rock|soul|soul christmas|vocal jazz,63.0
71,6.000251992999999,Dionne Warwick,Anyone Who Had a Heart,1964,1556585,https://en.wikipedia.org/wiki/Dionne_Warwick,7251.0,https://open.spotify.com/artist/2JSjCHK79gdaiPWdKiNUNp,158688.0,adult standards|brill building pop|bubblegum pop|christmas|disco|mellow gold|motown|new wave pop|quiet storm|soft rock|soul|soul christmas|vocal jazz,63.0
77,5.687430745,Dionne Warwick,Message To Michael,1966,325409,https://en.wikipedia.org/wiki/Dionne_Warwick,7251.0,https://open.spotify.com/artist/2JSjCHK79gdaiPWdKiNUNp,158688.0,adult standards|brill building pop|bubblegum pop|christmas|disco|mellow gold|motown|new wave pop|quiet storm|soft rock|soul|soul christmas|vocal jazz,63.0
44,8.228510611,Dionne Warwick,Alfie,1967,631132,https://en.wikipedia.org/wiki/Dionne_Warwick,7251.0,https://open.spotify.com/artist/2JSjCHK79gdaiPWdKiNUNp,158688.0,adult standards|brill building pop|bubblegum pop|christmas|disco|mellow gold|motown|new wave pop|quiet storm|soft rock|soul|soul christmas|vocal jazz,63.0
42,8.485070759,Dionne Warwick,(Theme From) Valley Of The Dolls,1968,552598,https://en.wikipedia.org/wiki/Dionne_Warwick,7251.0,https://open.spotify.com/artist/2JSjCHK79gdaiPWdKiNUNp,158688.0,adult standards|brill building pop|bubblegum pop|christmas|disco|mellow gold|motown|new wave pop|quiet storm|soft rock|soul|soul christmas|vocal jazz,63.0
88,5.207645782,Dionne Warwick,Do You Know The Way To San Jose,1968,3349983,https://en.wikipedia.org/wiki/Dionne_Warwick,7251.0,https://open.spotify.com/artist/2JSjCHK79gdaiPWdKiNUNp,158688.0,adult standards|brill building pop|bubblegum pop|christmas|disco|mellow gold|motown|new wave pop|quiet storm|soft rock|soul|soul christmas|vocal jazz,63.0
64,6.4257114170000005,Dionne Warwick,This Girl's In Love With You,1969,243874,https://en.wikipedia.org/wiki/Dionne_Warwick,7251.0,https://open.spotify.com/artist/2JSjCHK79gdaiPWdKiNUNp,158688.0,adult standards|brill building pop|bubblegum pop|christmas|disco|mellow gold|motown|new wave pop|quiet storm|soft rock|soul|soul christmas|vocal jazz,63.0
38,9.064478563,The Animals,The House of the Rising Sun,1964,44557,https://en.wikipedia.org/wiki/The_Animals,3699.0,https://open.spotify.com/artist/3ICflSq6ZgYAIrm2CTkfVP,457784.0,album rock|blues-rock|british blues|british invasion|classic rock|folk rock|hard rock|mellow gold|protopunk|psychedelic rock|rock|rock-and-roll|roots rock|singer-songwriter|soft rock,71.0
86,5.287264321,The Animals,We Gotta Get out of This Place,1965,9687979,https://en.wikipedia.org/wiki/The_Animals,3699.0,https://open.spotify.com/artist/3ICflSq6ZgYAIrm2CTkfVP,457784.0,album rock|blues-rock|british blues|british invasion|classic rock|folk rock|hard rock|mellow gold|protopunk|psychedelic rock|rock|rock-and-roll|roots rock|singer-songwriter|soft rock,71.0
70,6.056689273,The Animals,Sky Pilot,1968,642284,https://en.wikipedia.org/wiki/The_Animals,3699.0,https://open.spotify.com/artist/3ICflSq6ZgYAIrm2CTkfVP,457784.0,album rock|blues-rock|british blues|british invasion|classic rock|folk rock|hard rock|mellow gold|protopunk|psychedelic rock|rock|rock-and-roll|roots rock|singer-songwriter|soft rock,71.0
39,8.910403257999999,Ronny and the Daytonas,G.T.O.,1964,261325,https://en.wikipedia.org/wiki/Ronny_%26_the_Daytonas,679.0,https://open.spotify.com/artist/0RPvz5Xb4n2NKXD4GYH0yn,703.0,bubblegum pop|folk rock|surf music,24.0
41,8.621099442,Johnny Rivers,Memphis,1964,743377,https://en.wikipedia.org/wiki/Johnny_Rivers,1516.0,https://open.spotify.com/artist/3TiISqKS6ESlMQ4WFfZJw2,32071.0,adult standards|brill building pop|bubblegum pop|folk rock|mellow gold|merseybeat|rock-and-roll|rockabilly|soft rock,48.0
45,8.107365283,Johnny Rivers,The Seventh Son,1965,92259,https://en.wikipedia.org/wiki/Johnny_Rivers,1516.0,https://open.spotify.com/artist/3TiISqKS6ESlMQ4WFfZJw2,32071.0,adult standards|brill building pop|bubblegum pop|folk rock|mellow gold|merseybeat|rock-and-roll|rockabilly|soft rock,48.0
9,23.45308318,Johnny Rivers,Poor Side of Town,1966,227317,https://en.wikipedia.org/wiki/Johnny_Rivers,1516.0,https://open.spotify.com/artist/3TiISqKS6ESlMQ4WFfZJw2,32071.0,adult standards|brill building pop|bubblegum pop|folk rock|mellow gold|merseybeat|rock-and-roll|rockabilly|soft rock,48.0
53,7.277428145,Johnny Rivers,Secret Agent Man,1966,1021520,https://en.wikipedia.org/wiki/Johnny_Rivers,1516.0,https://open.spotify.com/artist/3TiISqKS6ESlMQ4WFfZJw2,32071.0,adult standards|brill building pop|bubblegum pop|folk rock|mellow gold|merseybeat|rock-and-roll|rockabilly|soft rock,48.0
95,4.9511082360000005,Johnny Rivers,Baby I Need Your Lovin',1967,168107,https://en.wikipedia.org/wiki/Johnny_Rivers,1516.0,https://open.spotify.com/artist/3TiISqKS6ESlMQ4WFfZJw2,32071.0,adult standards|brill building pop|bubblegum pop|folk rock|mellow gold|merseybeat|rock-and-roll|rockabilly|soft rock,48.0
42,8.485070759,Danny Williams,White On White,1964,60109,https://en.wikipedia.org/wiki/Danny_Williams_(singer),864.0,https://open.spotify.com/artist/7A1PWRIpGKFLKGXB5p0jDY,1276.0,merseybeat|rock-and-roll,28.0
43,8.35431448,The Rip Chords,Hey Little Cobra,1964,125753,https://en.wikipedia.org/wiki/The_Rip_Chords,2071.0,https://open.spotify.com/artist/0WnxcAN2X6IKcdaZpi5X1K,1042.0,surf music,21.0
44,8.228510611,Betty Everett,The Shoop Shoop Song (It's in His Kiss),1964,283977,https://en.wikipedia.org/wiki/Betty_Everett,1249.0,https://open.spotify.com/artist/53jXEVVJtpaWVQ3ffvhDtl,5705.0,brill building pop|chicago soul|memphis soul|motown|new orleans blues|northern soul|soul|soul blues|southern soul,41.0
46,7.990608097999999,Millie Small,My Boy Lollipop,1964,5202609,https://en.wikipedia.org/wiki/Millie_Small,833.0,https://open.spotify.com/artist/0h3n6BqxvmRhWwNcdw4CWT,1839.0,rock steady|ska|ska revival,37.0
49,7.664266317999999,Gerry and the Pacemakers,Don't Let the Sun Catch You Crying,1964,1030679,https://en.wikipedia.org/wiki/Gerry_and_the_Pacemakers,954.0,https://open.spotify.com/artist/3UmBeGyNwr4iDWi1vTxWi8,37416.0,adult standards|brill building pop|british blues|british invasion|bubblegum pop|christmas|classic rock|folk rock|merseybeat|rock-and-roll|rockabilly,52.0
89,5.168953147,Gerry and the Pacemakers,How Do You Do It?,1964,216444,https://en.wikipedia.org/wiki/Gerry_and_the_Pacemakers,954.0,https://open.spotify.com/artist/3UmBeGyNwr4iDWi1vTxWi8,37416.0,adult standards|brill building pop|british blues|british invasion|bubblegum pop|christmas|classic rock|folk rock|merseybeat|rock-and-roll|rockabilly,52.0
43,8.35431448,Gerry and the Pacemakers,Ferry Cross the Mersey,1965,3617809,https://en.wikipedia.org/wiki/Gerry_and_the_Pacemakers,954.0,https://open.spotify.com/artist/3UmBeGyNwr4iDWi1vTxWi8,37416.0,adult standards|brill building pop|british blues|british invasion|bubblegum pop|christmas|classic rock|folk rock|merseybeat|rock-and-roll|rockabilly,52.0
50,7.562750921,Chad and Jeremy,A Summer Song,1964,2344444,https://en.wikipedia.org/wiki/Chad_%26_Jeremy,1030.0,https://open.spotify.com/artist/2UQwwYBLBvtpGHTMYzTgHi,8629.0,brill building pop|british invasion|bubblegum pop|classic garage rock|folk rock|merseybeat,39.0
51,7.464550900000001,Stan Getz and Astrud Gilberto,The Girl from Ipanema,1964,31119332,https://en.wikipedia.org/wiki/Getz/Gilberto,1553.0,https://open.spotify.com/artist/0DSvPgic4qXYHPmzkaHRGB,1311.0,,30.0
53,7.277428145,The Shangri-Las,Remember (Walking in the Sand),1964,2373825,https://en.wikipedia.org/wiki/The_Shangri-Las,3675.0,https://open.spotify.com/artist/1WvziZcLLYLoMMdmQx7qcN,28986.0,brill building pop|bubblegum pop|girl group|motown|rock-and-roll,47.0
68,6.173680038,The Shangri-Las,Leader of the Pack,1964,7863614,https://en.wikipedia.org/wiki/The_Shangri-Las,3675.0,https://open.spotify.com/artist/1WvziZcLLYLoMMdmQx7qcN,28986.0,brill building pop|bubblegum pop|girl group|motown|rock-and-roll,47.0
54,7.188199442999999,Bobby Freeman,C'mon and Swim,1964,14701,https://en.wikipedia.org/wiki/Bobby_Freeman,581.0,https://open.spotify.com/artist/5oMWW19j0AXl7Sy4Xn9rmg,1169.0,brill building pop|doo-wop|rock-and-roll|rockabilly,35.0
57,6.9362157810000005,The Four Tops,Baby I Need Your Loving,1964,5096779,https://en.wikipedia.org/wiki/Four_Tops,3598.0,https://open.spotify.com/artist/6ur3JzvQ4J4Reb2eKjptEk,147.0,,1.0
58,6.857053284,Diane Renay,Navy Blue,1964,62333,https://en.wikipedia.org/wiki/Diane_Renay,527.0,https://open.spotify.com/artist/0qH7JjrjtYbvone01gPzVd,250.0,brill building pop|girl group,15.0
59,6.780124557000001,The Bachelors,Diane,1964,228483,https://en.wikipedia.org/wiki/The_Bachelors,1206.0,https://open.spotify.com/artist/0qDtyCZRYrja9CoeHXV6FD,5613.0,adult standards|brill building pop|british invasion|bubblegum pop|christmas|merseybeat|rock-and-roll,35.0
60,6.7053302839999995,The Marketts,Out of Limits,1964,3076822,https://en.wikipedia.org/wiki/The_Marketts,390.0,https://open.spotify.com/artist/2W9dD4SfW7p19JtzRgWGjz,3121.0,surf music,39.0
61,6.632577127,The Hondells,Little Honda,1964,97458,https://en.wikipedia.org/wiki/The_Hondells,830.0,https://open.spotify.com/artist/0iiY1woiw7gL0gbd1Isc17,401.0,bubblegum pop|surf music,16.0
62,6.5617772720000005,Bobby Goldsboro,See the Funny Little Clown,1964,63758,https://en.wikipedia.org/wiki/Bobby_Goldsboro,618.0,https://open.spotify.com/artist/5gPEo032lzARtzuVqJIm9o,17856.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|folk rock|lounge|mellow gold|merseybeat|nashville sound|rock-and-roll|soft rock,48.0
81,5.500471104,Bobby Goldsboro,Little Things,1965,80093,https://en.wikipedia.org/wiki/Bobby_Goldsboro,618.0,https://open.spotify.com/artist/5gPEo032lzARtzuVqJIm9o,17856.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|folk rock|lounge|mellow gold|merseybeat|nashville sound|rock-and-roll|soft rock,48.0
3,48.42838339,Bobby Goldsboro,Honey,1968,3169958,https://en.wikipedia.org/wiki/Bobby_Goldsboro,618.0,https://open.spotify.com/artist/5gPEo032lzARtzuVqJIm9o,17856.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|folk rock|lounge|mellow gold|merseybeat|nashville sound|rock-and-roll|soft rock,48.0
64,6.4257114170000005,The Reflections,(Just Like) Romeo and Juliet,1964,182525,https://en.wikipedia.org/wiki/The_Reflections_(Detroit_band),623.0,https://open.spotify.com/artist/4P1FDujfRWfpH3HdDRpFEm,227.0,,3.0
66,6.296526022,The New Christy Minstrels,Today,1964,158773,https://en.wikipedia.org/wiki/The_New_Christy_Minstrels,2148.0,https://open.spotify.com/artist/77OdfWXrYy6DcYPzmUOr6a,3199.0,folk|folk christmas|traditional folk,33.0
69,6.114481004,Joe Hinton,Funny How Time Slips Away,1964,16014,https://en.wikipedia.org/wiki/Joe_Hinton,282.0,https://open.spotify.com/artist/2KjHHegzN6WkxpPGvkdU4c,132.0,,8.0
70,6.056689273,The Temptations,The Way You Do the Things You Do,1964,19638035,https://en.wikipedia.org/wiki/The_Temptations,9521.0,https://open.spotify.com/artist/3RwQ26hR2tJtA8F9p2n7jG,663199.0,brill building pop|chicago soul|christmas|disco|funk|funk rock|memphis soul|motown|soul|soul blues|soul christmas|southern soul,73.0
10,21.87761624,The Temptations,My Girl,1965,150297031,https://en.wikipedia.org/wiki/The_Temptations,9521.0,https://open.spotify.com/artist/3RwQ26hR2tJtA8F9p2n7jG,663199.0,brill building pop|chicago soul|christmas|disco|funk|funk rock|memphis soul|motown|soul|soul blues|soul christmas|southern soul,73.0
48,7.769280177000001,The Temptations,Ain't Too Proud to Beg,1966,26620715,https://en.wikipedia.org/wiki/The_Temptations,9521.0,https://open.spotify.com/artist/3RwQ26hR2tJtA8F9p2n7jG,663199.0,brill building pop|chicago soul|christmas|disco|funk|funk rock|memphis soul|motown|soul|soul blues|soul christmas|southern soul,73.0
65,6.360293906,The Temptations,Beauty Is Only Skin Deep,1966,2352110,https://en.wikipedia.org/wiki/The_Temptations,9521.0,https://open.spotify.com/artist/3RwQ26hR2tJtA8F9p2n7jG,663199.0,brill building pop|chicago soul|christmas|disco|funk|funk rock|memphis soul|motown|soul|soul blues|soul christmas|southern soul,73.0
56,7.017717833,The Temptations,You're My Everything,1967,29435462,https://en.wikipedia.org/wiki/The_Temptations,9521.0,https://open.spotify.com/artist/3RwQ26hR2tJtA8F9p2n7jG,663199.0,brill building pop|chicago soul|christmas|disco|funk|funk rock|memphis soul|motown|soul|soul blues|soul christmas|southern soul,73.0
22,13.00172664,The Temptations,I Wish It Would Rain,1968,7228337,https://en.wikipedia.org/wiki/The_Temptations,9521.0,https://open.spotify.com/artist/3RwQ26hR2tJtA8F9p2n7jG,663199.0,brill building pop|chicago soul|christmas|disco|funk|funk rock|memphis soul|motown|soul|soul blues|soul christmas|southern soul,73.0
3,48.42838339,The Temptations,I Can't Get Next To You,1969,4868501,https://en.wikipedia.org/wiki/The_Temptations,9521.0,https://open.spotify.com/artist/3RwQ26hR2tJtA8F9p2n7jG,663199.0,brill building pop|chicago soul|christmas|disco|funk|funk rock|memphis soul|motown|soul|soul blues|soul christmas|southern soul,73.0
57,6.9362157810000005,The Temptations,"Run Away Child, Running Wild",1969,37779,https://en.wikipedia.org/wiki/The_Temptations,9521.0,https://open.spotify.com/artist/3RwQ26hR2tJtA8F9p2n7jG,663199.0,brill building pop|chicago soul|christmas|disco|funk|funk rock|memphis soul|motown|soul|soul blues|soul christmas|southern soul,73.0
75,5.787081067999999,The Trashmen,Surfin' Bird,1964,7766580,https://en.wikipedia.org/wiki/The_Trashmen,620.0,https://open.spotify.com/artist/5QEA3sofVt5QckQA6QX2nN,15596.0,classic garage rock|protopunk|surf music,46.0
76,5.736711756,The Tams,What Kind of Fool (Do You Think I Am),1964,205186,https://en.wikipedia.org/wiki/The_Tams,706.0,https://open.spotify.com/artist/4FSD5qtm70EBsOiLMN2eEe,2956.0,beach music|chicago soul|memphis soul|motown|northern soul|southern soul,35.0
