Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,WikiWordCount,Followers,Popularity,Grammy,Genre,beat,country,easyListening,folkORfunk,instrumental,jazz,pop,popRock,r&b,rock,rockabilly,sunshinePop,traditionalPop
56,7.017717833,The Temptations,You're My Everything,1967,29435462,9521,663199,73,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
22,13.00172664,The Temptations,I Wish It Would Rain,1968,7228337,9521,663199,73,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
3,48.42838339,The Temptations,I Can't Get Next To You,1969,4868501,9521,663199,73,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
57,6.936215781,The Temptations,"Run Away Child, Running Wild",1969,37779,9521,663199,73,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
75,5.787081068,The Trashmen,Surfin' Bird,1964,7766580,620,15596,46,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
76,5.736711756,The Tams,What Kind of Fool (Do You Think I Am),1964,205186,706,2956,35,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
78,5.63920084,The Kinks,You Really Got Me,1964,50309944,9987,568539,72,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
60,6.705330284,The Kinks,Tired of Waiting for You,1965,2941290,9987,568539,72,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
62,6.561777272,The Kinks,All Day and All of the Night,1965,46065659,9987,568539,72,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
79,5.59198657,Sammy Davis Jr.,The Shelter of Your Arms,1964,133430,4058,116765,57,0,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
51,7.4645509,Sammy Davis Jr.,I've Gotta Be Me,1969,647269,4058,116765,57,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
81,5.500471104,The Jelly Beans,I Wanna Love Him So Bad,1964,47284,150,40,8,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
82,5.456106733,Roger Miller,Chug-a-Lug,1964,1614734,3536,36057,57,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
83,5.412631479,Roger Miller,Dang Me,1964,1148328,3536,36057,57,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
12,19.39725958,Roger Miller,King of the Road,1965,7828198,3536,36057,57,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
85,5.328236693,Nancy Wilson,(You Don't Know) How Glad I Am,1964,857873,8448,39169,57,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
86,5.287264321,The Kingsmen,Money (That's What I Want),1964,446165,2634,10771,51,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
99,4.818155049,The Kingsmen,Louie Louie,1964,28476446,2634,10771,51,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
39,8.910403258,The Kingsmen,The Jolly Green Giant,1965,89146,2634,10771,51,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
87,5.247075258,The Searchers,Don't Throw Your Love Away,1964,552635,3308,35327,50,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
100,4.786300923,The Searchers,Needles and Pins,1964,3843254,3308,35327,50,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
70,6.056689273,The Searchers,Love Potion No. 9,1965,1063350,3308,35327,50,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
88,5.207645782,Tommy Tucker,Hi-Heel Sneakers,1964,413656,314,436,25,0,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
92,5.057082445,Robert Maxwell,Shangri-La,1964,19219,548,170,16,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
93,5.021127552,Jumpin' Gene Simmons,Haunted House,1964,35112,321,131,11,0,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
94,4.985808764,Jimmy Hughes,Steal Away,1964,776473,618,1699,30,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
1,100,Sam the Sham and the Pharaohs,Wooly Bully,1965,3020229,1129,7727,46,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
31,10.36815025,Sam the Sham and the Pharaohs,Li'l Red Riding Hood,1966,1369674,1129,7727,46,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
2,63.2878297,Four Tops,I Can't Help Myself (Sugar Pie Honey Bunch),1965,67571740,3598,221819,68,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
83,5.412631479,Four Tops,It's the Same Old Song,1965,6423287,3598,221819,68,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
4,40.05349388,Four Tops,Reach Out I'll Be There,1966,33855176,3598,221819,68,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
82,5.456106733,Four Tops,Bernadette,1967,2636926,3598,221819,68,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
3,48.42838339,The Rolling Stones,(I Can't Get No) Satisfaction,1965,120360439,13624,3253295,84,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
88,5.207645782,The Rolling Stones,The Last Time,1965,5587819,13624,3253295,84,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
21,13.40711287,The Rolling Stones,"Paint It, Black",1966,170214002,13624,3253295,84,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
62,6.561777272,The Rolling Stones,19th Nervous Breakdown,1966,5316930,13624,3253295,84,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
24,12.27610461,The Rolling Stones,Ruby Tuesday,1967,16841668,13624,3253295,84,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
50,7.562750921,The Rolling Stones,Jumpin' Jack Flash,1968,24154098,13624,3253295,84,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
4,40.05349388,The Rolling Stones,Honky Tonk Women,1969,31163770,13624,3253295,84,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
4,40.05349388,We Five,You Were on My Mind,1965,460827,1179,1649,27,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
5,34.56844127,The Righteous Brothers,You've Lost That Lovin' Feelin',1965,20772397,2658,86133,64,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
21,13.40711287,The Righteous Brothers,Unchained Melody,1965,64041107,2658,86133,64,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
44,8.228510611,The Righteous Brothers,Just Once in My Life,1965,541580,2658,86133,64,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
3,48.42838339,The Righteous Brothers,(You're My) Soul and Inspiration,1966,2009018,2658,86133,64,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
6,30.6492728,Petula Clark,Downtown,1965,7403339,4478,44484,53,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
36,9.393779234,Petula Clark,I Know a Place,1965,659236,4478,44484,53,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
22,13.00172664,Petula Clark,My Love,1966,394047,4478,44484,53,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
52,7.369496097,Petula Clark,This Is My Song,1967,532949,4478,44484,53,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
99,4.818155049,Petula Clark,Don't Sleep In The Subway,1967,774829,4478,44484,53,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
8,25.34898699,Herman's Hermits,Can't You Hear My Heartbeat,1965,594503,2048,64508,55,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
19,14.32262507,Herman's Hermits,"Mrs. Brown, You've Got a Lovely Daughter",1965,1534981,2048,64508,55,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
22,13.00172664,Herman's Hermits,Silhouettes,1965,753474,2048,64508,55,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
46,7.990608098,Herman's Hermits,"I'm Henry the Eighth, I Am",1965,258929,2048,64508,55,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
67,6.234342105,Herman's Hermits,Wonderful World,1965,76394,2048,64508,55,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
91,5.093692001,Herman's Hermits,Dandy,1966,74173,2048,64508,55,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
50,7.562750921,Herman's Hermits,There's A Kind Of Hush,1967,1212867,2048,64508,55,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
13,18.39913422,Jewel Akens,The Birds and the Bees,1965,502507,298,354,23,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
14,17.52086311,Mel Carter,"Hold Me, Thrill Me, Kiss Me",1965,1339521,265,1470,34,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
15,16.74093727,Junior Walker and the All Stars,Shotgun,1965,14223043,1102,33499,58,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
16,16.04282372,Sonny and Cher,I Got You Babe,1965,21819443,2377,46387,56,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
72,5.945119004,Sonny and Cher,Baby Don't Go,1965,759198,2377,46387,56,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
83,5.412631479,Sonny and Cher,The Beat Goes On,1967,2903680,2377,46387,56,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
17,15.41358678,Gary Lewis and The Playboys,This Diamond Ring,1965,1396838,972,18387,43,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
59,6.780124557,Gary Lewis and The Playboys,Save Your Heart for Me,1965,214032,972,18387,43,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
61,6.632577127,Gary Lewis and The Playboys,Count Me In,1965,504105,972,18387,43,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
93,5.021127552,Gary Lewis and The Playboys,She's Just My Style,1966,669385,972,18387,43,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
95,4.951108236,Gary Lewis and The Playboys,Sealed With A Kiss,1968,122581,972,18387,43,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
18,14.84294734,Ramsey Lewis Trio,The 'In' Crowd,1965,1439252,920,7729,45,0,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
23,12.62582101,The Seekers,I'll Never Find Another You,1965,2598494,3634,26326,51,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
57,6.936215781,The Seekers,Georgy Girl,1967,3269441,3634,26326,51,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
25,11.94977132,The Byrds,Mr. Tambourine Man,1965,22318155,13506,191316,66,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
26,11.64441273,Sounds Orchestral,Cast Your Fate to the Wind,1965,183364,821,255,20,0,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
27,11.35794904,Barbara Mason,"Yes, I'm Ready",1965,1808097,462,20942,46,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
28,11.08857401,Tom Jones,What's New Pussycat?,1965,4493083,4563,193788,65,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
64,6.425711417,Tom Jones,It's Not Unusual,1965,37632492,4563,193788,65,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
98,4.850547815,Tom Jones,"Green, Green Grass Of Home",1967,6995926,4563,193788,65,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
66,6.296526022,Tom Jones,Delilah,1968,11990628,4563,193788,65,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
8,25.34898699,Tom Jones,I'll Never Fall In Love Again,1969,2488918,4563,193788,65,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
94,4.985808764,Tom Jones,Love Me Tonight,1969,834426,4563,193788,65,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
29,10.83471074,Barry McGuire,Eve of Destruction,1965,7190164,1344,6470,44,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
30,10.59497587,The McCoys,Hang On Sloopy,1965,5522188,499,5355,43,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
33,9.949031357,James Brown,Papa's Got a Brand New Bag,1965,22403335,12563,775026,71,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
68,6.173680038,James Brown,Mother Popcorn (Part I),1969,1692313,12563,775026,71,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
34,9.754924552,Wayne Fontana and The Mindbenders,Game of Love,1965,1630980,522,2826,34,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
35,9.570069478,Shirley Ellis,The Name Game,1965,206470,392,3155,36,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
40,8.762749681,Patti Page,"Hush, Hush, Sweet Charlotte",1965,116241,3693,19174,50,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
41,8.621099442,Bob Dylan,Like a Rolling Stone,1965,86632146,16836,1819059,79,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
82,5.456106733,Bob Dylan,Rainy Day Women #12 And 35,1966,6042926,16836,1819059,79,0,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
52,7.369496097,Bob Dylan,Lay Lady Lay,1969,28002786,16836,1819059,79,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
42,8.485070759,Freddie and the Dreamers,I'm Telling You Now,1965,576239,1498,12293,35,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
47,7.877989793,Horst Jankowski,A Walk in the Black Forest,1965,266055,500,942,31,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
48,7.769280177,The Yardbirds,For Your Love,1965,8967649,5123,163619,59,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
69,6.114481004,The Yardbirds,Heart Full of Soul,1965,14356985,5123,163619,59,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
99,4.818155049,The Yardbirds,Shapes Of Things,1966,1884000,5123,163619,59,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
50,7.562750921,The Moody Blues,Go Now,1965,2173609,8184,190442,64,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
51,7.4645509,Shirley Bassey,Goldfinger,1965,7846673,4467,74478,55,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
52,7.369496097,Billy Joe Royal,Down in the Boondocks,1965,797177,533,6025,36,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
53,7.277428145,Glenn Yarbrough,Baby the Rain Must Fall,1965,115695,748,2076,28,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
56,7.017717833,The Beau Brummels,Just a Little,1965,362180,2880,7345,36,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
87,5.247075258,The Beau Brummels,"Laugh, Laugh",1965,272624,2880,7345,36,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
57,6.936215781,Ian Whitcomb,You Turn Me On,1965,25158,1777,277,14,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
63,6.49284802,Jackie DeShannon,What the World Needs Now Is Love,1965,4468238,2242,8331,47,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
46,7.990608098,Jackie DeShannon,Put A Little Love In Your Heart,1969,1167284,2242,8331,47,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
65,6.360293906,Sir Douglas Quintet,She's About a Mover,1965,438412,1932,4429,38,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
73,5.891242669,The Turtles,It Ain't Me Babe,1965,1644953,2031,109592,63,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
8,25.34898699,The Turtles,Happy Together,1967,76786713,2031,109592,63,0,sunshinePop,0,0,0,0,0,0,0,0,0,0,0,1,0
78,5.63920084,The Turtles,She'd Rather Be With Me,1967,3297320,2031,109592,63,0,sunshinePop,0,0,0,0,0,0,0,0,0,0,0,1,0
80,5.545754095,The Turtles,Elenore,1968,11675269,2031,109592,63,0,sunshinePop,0,0,0,0,0,0,0,0,0,0,0,1,0
80,5.545754095,The Turtles,You Showed Me,1969,2034830,2031,109592,63,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
74,5.838577711,The Zombies,Tell Her No,1965,728476,2742,158928,63,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
76,5.736711756,Vic Dana,Red Roses for a Blue Lady,1965,172645,302,264,23,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
77,5.687430745,Patty Duke,Don't Just Stand There,1965,60509,2413,306,15,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
84,5.370017132,The Fortunes,You've Got Your Troubles,1965,664723,1525,6342,41,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
85,5.328236693,Joe Tex,Hold What You've Got,1965,167060,2114,5943,25,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
89,5.168953147,The Lovin' Spoonful,Do You Believe in Magic,1965,13364245,2804,75144,58,0,sunshinePop,0,0,0,0,0,0,0,0,0,0,0,1,0
11,20.54380234,The Lovin' Spoonful,Summer In The City,1966,23790469,2804,75144,58,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
41,8.621099442,The Lovin' Spoonful,Daydream,1966,9579486,2804,75144,58,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
57,6.936215781,The Lovin' Spoonful,Did You Ever Have to Make Up Your Mind?,1966,1096472,2804,75144,58,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
90,5.130975533,Cher,All I Really Want to Do,1965,764751,12655,404075,69,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
60,6.705330284,Cher,Bang Bang (My Baby Shot Me Down),1966,1284773,12655,404075,69,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
91,5.093692001,Little Anthony and the Imperials,Take Me Back,1965,130936,2557,16815,49,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
92,5.057082445,The Strangeloves,I Want Candy,1965,611950,1062,1218,30,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
94,4.985808764,Sonny,Laugh at Me,1965,88034,741,46834,61,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
95,4.951108236,Roy Head,Treat Her Right,1965,19176,2269,331,12,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
96,4.917008807,Jack Jones,The Race Is On,1965,17712,1803,12684,48,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
97,4.883493965,"Dino, Desi and Billy",I'm a Fool,1965,23134,915,144,10,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
98,4.850547815,The Ad Libs,The Boy from New York City,1965,187728,274,472,25,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
1,100,SSgt Barry Sadler,Ballad of the Green Berets,1966,956352,1513,1143,33,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
2,63.2878297,The Association,Cherish,1966,1293933,3791,31514,50,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
4,40.05349388,The Association,Windy,1967,2621319,3791,31514,50,0,sunshinePop,0,0,0,0,0,0,0,0,0,0,0,1,0
20,13.84586851,The Association,Never My Love,1967,1900548,3791,31514,50,0,sunshinePop,0,0,0,0,0,0,0,0,0,0,0,1,0
5,34.56844127,? and the Mysterians,96 Tears,1966,3040043,1979,7446,42,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
6,30.6492728,The Monkees,Last Train to Clarksville,1966,6568548,18620,203117,66,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
5,34.56844127,The Monkees,I'm A Believer,1967,62659630,18620,203117,66,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
60,6.705330284,The Monkees,"A Little Bit You, A Little Bit Me",1967,1867724,18620,203117,66,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
74,5.838577711,The Monkees,Pleasant Valley Sunday,1967,2055289,18620,203117,66,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
94,4.985808764,The Monkees,Daydream Believer,1967,20192730,18620,203117,66,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
7,27.68441135,The Mamas and The Papas,"Monday, Monday",1966,16358219,5544,243320,67,0,sunshinePop,0,0,0,0,0,0,0,0,0,0,0,1,0
10,21.87761624,The Mamas and The Papas,California Dreamin',1966,86019253,5544,243320,67,0,sunshinePop,0,0,0,0,0,0,0,0,0,0,0,1,0
62,6.561777272,The Mamas and The Papas,Dedicated To The One I Love,1967,5455493,5544,243320,67,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
12,19.39725958,Roger Williams,Born Free,1966,67131,1427,5136,46,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
13,18.39913422,Nancy Sinatra,These Boots Are Made for Walkin',1966,36897264,2938,139013,66,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
14,17.52086311,Jimmy Ruffin,What Becomes of the Brokenhearted,1966,16852870,1201,39014,54,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
15,16.74093727,Frank Sinatra,Strangers in the Night,1966,21956408,15799,1875732,85,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
17,15.41358678,The Young Rascals,Good Lovin',1966,4783568,2093,20025,48,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
9,23.45308318,The Young Rascals,Groovin',1967,4783568,2093,20025,48,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
54,7.188199443,The Young Rascals,I've Been Lonely Too Long,1967,173991,2093,20025,48,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
63,6.49284802,The Young Rascals,How Can I Be Sure,1967,341008,2093,20025,48,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
18,14.84294734,The New Vaudeville Band,Winchester Cathedral,1966,312103,415,652,55,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
19,14.32262507,Tommy James and The Shondells,Hanky Panky,1966,853252,1401,43850,56,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
12,19.39725958,Tommy James and The Shondells,I Think We're Alone Now,1967,4215058,1401,43850,56,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
97,4.883493965,Tommy James and The Shondells,Mirage,1967,227312,1401,43850,56,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
13,18.39913422,Tommy James and The Shondells,"Mony, Mony",1968,3641998,1401,43850,56,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
10,21.87761624,Tommy James and The Shondells,Crimson And Clover,1969,11905252,1401,43850,56,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
12,19.39725958,Tommy James and The Shondells,Crystal Blue Persuasion,1969,3143091,1401,43850,56,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
20,13.84586851,Percy Sledge,When a Man Loves a Woman,1966,35465080,1092,118297,60,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
54,7.188199443,Percy Sledge,Take Time To Know Her,1968,888908,1092,118297,60,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
24,12.27610461,The Troggs,Wild Thing,1966,10680673,1786,54219,53,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
25,11.94977132,Paul Revere and The Raiders,Kicks,1966,1572579,4169,27075,47,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
67,6.234342105,Paul Revere and The Raiders,Just Like Me,1966,327267,4169,27075,47,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
97,4.883493965,Paul Revere and The Raiders,Hungry,1966,257617,4169,27075,47,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
95,4.951108236,Paul Revere and The Raiders,"Mr. Sun, Mr. Moon",1969,100456,4169,27075,47,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
100,4.786300923,Paul Revere and The Raiders,Let Me,1969,4348,4169,27075,47,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
26,11.64441273,Donovan,Sunshine Superman,1966,7309228,6108,128894,62,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
61,6.632577127,Donovan,Hurdy Gurdy Man,1968,11057785,6108,128894,62,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
53,7.277428145,Donovan,Atlantis,1969,2640311,6108,128894,62,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
27,11.35794904,Bobby Hebb,Sunny,1966,18167168,673,8741,51,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
29,10.83471074,The Happenings,See You In September,1966,591096,550,3003,36,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
37,9.225435188,The Happenings,I Got Rhythm,1967,110643,550,3003,36,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
32,10.15315495,Mitch Ryder and the Detroit Wheels,Devil with a Blue Dress On/Good Golly Miss Molly,1966,507896,827,695,20,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
34,9.754924552,The Mindbenders,A Groovy Kind of Love,1966,1144597,978,2826,34,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
36,9.393779234,The Capitols,Cool Jerk,1966,1499894,879,1189,35,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
37,9.225435188,Sandy Posey,Born a Woman,1966,7920,936,2230,31,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
88,5.207645782,Sandy Posey,I Take It Back,1967,89016,936,2230,31,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
38,9.064478563,The Cyrkle,Red Rubber Ball,1966,846269,669,3805,36,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
40,8.762749681,The Left Banke,Walk Away Renee,1966,856321,1760,4574,34,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
42,8.485070759,The Outsiders,Time Won't Let Me,1966,206922,2291,2036,32,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
45,8.107365283,The Hollies,Bus Stop,1966,14087286,5157,203930,67,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
42,8.485070759,The Hollies,On A Carousel,1967,1833574,5157,203930,67,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
64,6.425711417,The Hollies,Carrie Ann,1967,5012889,5157,203930,67,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
46,7.990608098,James and Bobby Purify,I'm Your Puppet,1966,3820190,566,4017,43,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
47,7.877989793,B. J. Thomas,I'm So Lonesome I Could Cry,1966,65826,1074,30560,20,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
99,4.818155049,B. J. Thomas,Hooked On A Feeling,1969,2960882,1074,30560,20,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
49,7.664266318,The Standells,Dirty Water,1966,1416973,2084,4580,35,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
50,7.562750921,Bob Lind,Elusive Butterfly,1966,560837,676,1071,29,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
51,7.4645509,Simon and Garfunkel,I Am a Rock,1966,14516548,5562,958297,77,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
54,7.188199443,Simon and Garfunkel,The Sound of Silence,1966,140952268,5562,958297,77,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
56,7.017717833,Simon and Garfunkel,Homeward Bound,1966,13052761,5562,958297,77,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
9,23.45308318,Simon and Garfunkel,Mrs. Robinson,1968,111152876,5562,958297,77,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
89,5.168953147,Simon and Garfunkel,Scarborough Fair / Canticle,1968,20339116,5562,958297,77,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
58,6.857053284,Robert Parker,Barefootin',1966,711657,215,4077,43,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
