,Rank,RankPowerlaw,Artist_x,Title,Year_x,SpotifyPlayCount,WikiWordCount,GrammyAwards,Year_y,Awards,Artist_y
548,42,8.485070759,Dionne Warwick,(Theme From) Valley Of The Dolls,1968,552598,7251,,,,
550,64,6.425711417,Dionne Warwick,This Girl's In Love With You,1969,243874,7251,,,,
551,38,9.064478563,The Animals,The House of the Rising Sun,1964,44557,3699,,,,
552,86,5.287264321,The Animals,We Gotta Get out of This Place,1965,9687979,3699,,,,
553,70,6.056689273,The Animals,Sky Pilot,1968,642284,3699,,,,
554,39,8.910403258,Ronny and the Daytonas,G.T.O.,1964,261325,679,,,,
555,41,8.621099442,Johnny Rivers,Memphis,1964,743377,1516,,,,
556,45,8.107365283,Johnny Rivers,The Seventh Son,1965,92259,1516,,,,
557,9,23.45308318,Johnny Rivers,Poor Side of Town,1966,227317,1516,,,,
558,53,7.277428145,Johnny Rivers,Secret Agent Man,1966,1021520,1516,,,,
559,95,4.951108236,Johnny Rivers,Baby I Need Your Lovin',1967,168107,1516,,,,
560,42,8.485070759,Danny Williams,White On White,1964,60109,864,,,,
561,43,8.35431448,The Rip Chords,Hey Little Cobra,1964,125753,2071,,,,
562,44,8.228510611,Betty Everett,The Shoop Shoop Song (It's in His Kiss),1964,283977,1249,,,,
563,46,7.990608098,Millie Small,My Boy Lollipop,1964,5202609,833,,,,
564,49,7.664266318,Gerry and the Pacemakers,Don't Let the Sun Catch You Crying,1964,1030679,954,,,,
565,89,5.168953147,Gerry and the Pacemakers,How Do You Do It?,1964,216444,954,,,,
566,43,8.35431448,Gerry and the Pacemakers,Ferry Cross the Mersey,1965,3617809,954,,,,
567,50,7.562750921,Chad and Jeremy,A Summer Song,1964,2344444,1030,,,,
568,51,7.4645509,Stan Getz and Astrud Gilberto,The Girl from Ipanema,1964,31119332,1553,,,,
569,53,7.277428145,The Shangri-Las,Remember (Walking in the Sand),1964,2373825,3675,,,,
570,68,6.173680038,The Shangri-Las,Leader of the Pack,1964,7863614,3675,,,,
571,54,7.188199443,Bobby Freeman,C'mon and Swim,1964,14701,581,,,,
572,57,6.936215781,The Four Tops,Baby I Need Your Loving,1964,5096779,3598,,,,
573,58,6.857053284,Diane Renay,Navy Blue,1964,62333,527,,,,
574,59,6.780124557,The Bachelors,Diane,1964,228483,1206,,,,
575,60,6.705330284,The Marketts,Out of Limits,1964,3076822,390,,,,
576,61,6.632577127,The Hondells,Little Honda,1964,97458,830,,,,
577,62,6.561777272,Bobby Goldsboro,See the Funny Little Clown,1964,63758,618,,,,
578,81,5.500471104,Bobby Goldsboro,Little Things,1965,80093,618,,,,
584,64,6.425711417,The Reflections,(Just Like) Romeo and Juliet,1964,182525,623,,,,
585,66,6.296526022,The New Christy Minstrels,Today,1964,158773,2148,,,,
586,69,6.114481004,Joe Hinton,Funny How Time Slips Away,1964,16014,282,,,,
587,70,6.056689273,The Temptations,The Way You Do the Things You Do,1964,19638035,9519,,,,
588,10,21.87761624,The Temptations,My Girl,1965,150297031,9519,,,,
589,48,7.769280177,The Temptations,Ain't Too Proud to Beg,1966,26620715,9519,,,,
590,65,6.360293906,The Temptations,Beauty Is Only Skin Deep,1966,2352110,9519,,,,
591,56,7.017717833,The Temptations,You're My Everything,1967,29435462,9519,,,,
592,22,13.00172664,The Temptations,I Wish It Would Rain,1968,7228337,9519,,,,
593,3,48.42838339,The Temptations,I Can't Get Next To You,1969,4868501,9519,,,,
594,57,6.936215781,The Temptations,"Run Away Child, Running Wild",1969,37779,9519,,,,
595,75,5.787081068,The Trashmen,Surfin' Bird,1964,7766580,620,,,,
596,76,5.736711756,The Tams,What Kind of Fool (Do You Think I Am),1964,205186,706,,,,
597,78,5.63920084,The Kinks,You Really Got Me,1964,50309944,9987,,,,
598,60,6.705330284,The Kinks,Tired of Waiting for You,1965,2941290,9987,,,,
599,62,6.561777272,The Kinks,All Day and All of the Night,1965,46065659,9987,,,,
600,79,5.59198657,Sammy Davis Jr.,The Shelter of Your Arms,1964,133430,4058,,,,
601,51,7.4645509,Sammy Davis Jr.,I've Gotta Be Me,1969,647269,4058,,,,
602,81,5.500471104,The Jelly Beans,I Wanna Love Him So Bad,1964,47284,150,,,,
603,82,5.456106733,Roger Miller,Chug-a-Lug,1964,1614734,3536,,,,
606,12,19.39725958,Roger Miller,King of the Road,1965,7828198,3536,,,,
608,86,5.287264321,The Kingsmen,Money (That's What I Want),1964,446165,2634,,,,
609,99,4.818155049,The Kingsmen,Louie Louie,1964,28476446,2634,,,,
610,39,8.910403258,The Kingsmen,The Jolly Green Giant,1965,89146,2634,,,,
611,87,5.247075258,The Searchers,Don't Throw Your Love Away,1964,552635,3642,,,,
612,100,4.786300923,The Searchers,Needles and Pins,1964,3843254,3642,,,,
613,70,6.056689273,The Searchers,Love Potion No. 9,1965,1063350,3642,,,,
614,88,5.207645782,Tommy Tucker,Hi-Heel Sneakers,1964,413656,314,,,,
615,92,5.057082445,Robert Maxwell,Shangri-La,1964,19219,2992,,,,
616,93,5.021127552,Jumpin' Gene Simmons,Haunted House,1964,35112,321,,,,
617,94,4.985808764,Jimmy Hughes,Steal Away,1964,776473,618,,,,
618,1,100,Sam the Sham and the Pharaohs,Wooly Bully,1965,3020229,1129,,,,
619,31,10.36815025,Sam the Sham and the Pharaohs,Li'l Red Riding Hood,1966,1369674,1129,,,,
620,2,63.2878297,Four Tops,I Can't Help Myself (Sugar Pie Honey Bunch),1965,67571740,3598,,,,
621,83,5.412631479,Four Tops,It's the Same Old Song,1965,6423287,3598,,,,
622,4,40.05349388,Four Tops,Reach Out I'll Be There,1966,33855176,3598,,,,
623,82,5.456106733,Four Tops,Bernadette,1967,2636926,3598,,,,
624,3,48.42838339,The Rolling Stones,(I Can't Get No) Satisfaction,1965,120360439,13638,,,,
625,88,5.207645782,The Rolling Stones,The Last Time,1965,5587819,13638,,,,
626,21,13.40711287,The Rolling Stones,"Paint It, Black",1966,170214002,13638,,,,
627,62,6.561777272,The Rolling Stones,19th Nervous Breakdown,1966,5316930,13638,,,,
628,24,12.27610461,The Rolling Stones,Ruby Tuesday,1967,16841668,13638,,,,
629,50,7.562750921,The Rolling Stones,Jumpin' Jack Flash,1968,24154098,13638,,,,
630,4,40.05349388,The Rolling Stones,Honky Tonk Women,1969,31163770,13638,,,,
631,4,40.05349388,We Five,You Were on My Mind,1965,460827,1179,,,,
632,5,34.56844127,The Righteous Brothers,You've Lost That Lovin' Feelin',1965,20772397,2690,,,,
633,21,13.40711287,The Righteous Brothers,Unchained Melody,1965,64041107,2690,,,,
634,44,8.228510611,The Righteous Brothers,Just Once in My Life,1965,541580,2690,,,,
635,3,48.42838339,The Righteous Brothers,(You're My) Soul and Inspiration,1966,2009018,2690,,,,
637,36,9.393779234,Petula Clark,I Know a Place,1965,659236,4478,,,,
640,52,7.369496097,Petula Clark,This Is My Song,1967,532949,4478,,,,
641,99,4.818155049,Petula Clark,Don't Sleep In The Subway,1967,774829,4478,,,,
642,8,25.34898699,Herman's Hermits,Can't You Hear My Heartbeat,1965,594503,2048,,,,
643,19,14.32262507,Herman's Hermits,"Mrs. Brown, You've Got a Lovely Daughter",1965,1534981,2048,,,,
644,22,13.00172664,Herman's Hermits,Silhouettes,1965,753474,2048,,,,
645,46,7.990608098,Herman's Hermits,"I'm Henry the Eighth, I Am",1965,258929,2048,,,,
646,67,6.234342105,Herman's Hermits,Wonderful World,1965,76394,2048,,,,
647,91,5.093692001,Herman's Hermits,Dandy,1966,74173,2048,,,,
648,50,7.562750921,Herman's Hermits,There's A Kind Of Hush,1967,1212867,2048,,,,
649,13,18.39913422,Jewel Akens,The Birds and the Bees,1965,502507,298,,,,
650,14,17.52086311,Mel Carter,"Hold Me, Thrill Me, Kiss Me",1965,1339521,265,,,,
651,15,16.74093727,Junior Walker and the All Stars,Shotgun,1965,14223043,1102,,,,
652,16,16.04282372,Sonny and Cher,I Got You Babe,1965,21819443,2377,,,,
653,72,5.945119004,Sonny and Cher,Baby Don't Go,1965,759198,2377,,,,
654,83,5.412631479,Sonny and Cher,The Beat Goes On,1967,2903680,2377,,,,
655,17,15.41358678,Gary Lewis and The Playboys,This Diamond Ring,1965,1396838,972,,,,
656,59,6.780124557,Gary Lewis and The Playboys,Save Your Heart for Me,1965,214032,972,,,,
657,61,6.632577127,Gary Lewis and The Playboys,Count Me In,1965,504105,972,,,,
658,93,5.021127552,Gary Lewis and The Playboys,She's Just My Style,1966,669385,972,,,,
659,95,4.951108236,Gary Lewis and The Playboys,Sealed With A Kiss,1968,122581,972,,,,
660,18,14.84294734,Ramsey Lewis Trio,The 'In' Crowd,1965,1439252,920,,,,
661,23,12.62582101,The Seekers,I'll Never Find Another You,1965,2598494,3634,,,,
662,57,6.936215781,The Seekers,Georgy Girl,1967,3269441,3634,,,,
663,25,11.94977132,The Byrds,Mr. Tambourine Man,1965,22318155,13506,,,,
664,26,11.64441273,Sounds Orchestral,Cast Your Fate to the Wind,1965,183364,821,,,,
665,27,11.35794904,Barbara Mason,"Yes, I'm Ready",1965,1808097,462,,,,
666,28,11.08857401,Tom Jones,What's New Pussycat?,1965,4493083,4556,,,,
667,64,6.425711417,Tom Jones,It's Not Unusual,1965,37632492,4556,,,,
668,98,4.850547815,Tom Jones,"Green, Green Grass Of Home",1967,6995926,4556,,,,
669,66,6.296526022,Tom Jones,Delilah,1968,11990628,4556,,,,
671,94,4.985808764,Tom Jones,Love Me Tonight,1969,834426,4556,,,,
672,29,10.83471074,Barry McGuire,Eve of Destruction,1965,7190164,1344,,,,
673,30,10.59497587,The McCoys,Hang On Sloopy,1965,5522188,499,,,,
675,68,6.173680038,James Brown,Mother Popcorn (Part I),1969,1692313,12563,,,,
676,34,9.754924552,Wayne Fontana and The Mindbenders,Game of Love,1965,1630980,521,,,,
677,35,9.570069478,Shirley Ellis,The Name Game,1965,206470,392,,,,
678,40,8.762749681,Patti Page,"Hush, Hush, Sweet Charlotte",1965,116241,3693,,,,
679,41,8.621099442,Bob Dylan,Like a Rolling Stone,1965,86632146,16836,,,,
680,82,5.456106733,Bob Dylan,Rainy Day Women #12 And 35,1966,6042926,16836,,,,
681,52,7.369496097,Bob Dylan,Lay Lady Lay,1969,28002786,16836,,,,
682,42,8.485070759,Freddie and the Dreamers,I'm Telling You Now,1965,576239,1498,,,,
683,47,7.877989793,Horst Jankowski,A Walk in the Black Forest,1965,266055,493,,,,
684,48,7.769280177,The Yardbirds,For Your Love,1965,8967649,5119,,,,
685,69,6.114481004,The Yardbirds,Heart Full of Soul,1965,14356985,5119,,,,
686,99,4.818155049,The Yardbirds,Shapes Of Things,1966,1884000,5119,,,,
687,50,7.562750921,The Moody Blues,Go Now,1965,2173609,8129,,,,
688,51,7.4645509,Shirley Bassey,Goldfinger,1965,7846673,4407,,,,
689,52,7.369496097,Billy Joe Royal,Down in the Boondocks,1965,797177,533,,,,
690,53,7.277428145,Glenn Yarbrough,Baby the Rain Must Fall,1965,115695,748,,,,
691,56,7.017717833,The Beau Brummels,Just a Little,1965,362180,2880,,,,
692,87,5.247075258,The Beau Brummels,"Laugh, Laugh",1965,272624,2880,,,,
693,57,6.936215781,Ian Whitcomb,You Turn Me On,1965,25158,1747,,,,
694,63,6.49284802,Jackie DeShannon,What the World Needs Now Is Love,1965,4468238,2242,,,,
695,46,7.990608098,Jackie DeShannon,Put A Little Love In Your Heart,1969,1167284,2242,,,,
696,65,6.360293906,Sir Douglas Quintet,She's About a Mover,1965,438412,1932,,,,
697,73,5.891242669,The Turtles,It Ain't Me Babe,1965,1644953,2031,,,,
698,8,25.34898699,The Turtles,Happy Together,1967,76786713,2031,,,,
699,78,5.63920084,The Turtles,She'd Rather Be With Me,1967,3297320,2031,,,,
700,80,5.545754095,The Turtles,Elenore,1968,11675269,2031,,,,
701,80,5.545754095,The Turtles,You Showed Me,1969,2034830,2031,,,,
702,74,5.838577711,The Zombies,Tell Her No,1965,728476,2742,,,,
703,76,5.736711756,Vic Dana,Red Roses for a Blue Lady,1965,172645,302,,,,
704,77,5.687430745,Patty Duke,Don't Just Stand There,1965,60509,2415,,,,
705,84,5.370017132,The Fortunes,You've Got Your Troubles,1965,664723,1493,,,,
706,85,5.328236693,Joe Tex,Hold What You've Got,1965,167060,2114,,,,
707,89,5.168953147,The Lovin' Spoonful,Do You Believe in Magic,1965,13364245,2804,,,,
708,11,20.54380234,The Lovin' Spoonful,Summer In The City,1966,23790469,2804,,,,
709,41,8.621099442,The Lovin' Spoonful,Daydream,1966,9579486,2804,,,,
710,57,6.936215781,The Lovin' Spoonful,Did You Ever Have to Make Up Your Mind?,1966,1096472,2804,,,,
711,90,5.130975533,Cher,All I Really Want to Do,1965,764751,12651,,,,
712,60,6.705330284,Cher,Bang Bang (My Baby Shot Me Down),1966,1284773,12651,,,,
713,91,5.093692001,Little Anthony and the Imperials,Take Me Back,1965,130936,2557,,,,
714,92,5.057082445,The Strangeloves,I Want Candy,1965,611950,1062,,,,
715,94,4.985808764,Sonny,Laugh at Me,1965,88034,741,,,,
716,95,4.951108236,Roy Head,Treat Her Right,1965,19176,2269,,,,
717,96,4.917008807,Jack Jones,The Race Is On,1965,17712,1801,,,,
718,97,4.883493965,"Dino, Desi and Billy",I'm a Fool,1965,23134,915,,,,
719,98,4.850547815,The Ad Libs,The Boy from New York City,1965,187728,274,,,,
720,1,100,SSgt Barry Sadler,Ballad of the Green Berets,1966,956352,1513,,,,
721,2,63.2878297,The Association,Cherish,1966,1293933,3791,,,,
722,4,40.05349388,The Association,Windy,1967,2621319,3791,,,,
723,20,13.84586851,The Association,Never My Love,1967,1900548,3791,,,,
724,5,34.56844127,? and the Mysterians,96 Tears,1966,3040043,1979,,,,
725,6,30.6492728,The Monkees,Last Train to Clarksville,1966,6568548,18620,,,,
726,5,34.56844127,The Monkees,I'm A Believer,1967,62659630,18620,,,,
727,60,6.705330284,The Monkees,"A Little Bit You, A Little Bit Me",1967,1867724,18620,,,,
728,74,5.838577711,The Monkees,Pleasant Valley Sunday,1967,2055289,18620,,,,
729,94,4.985808764,The Monkees,Daydream Believer,1967,20192730,18620,,,,
731,10,21.87761624,The Mamas and The Papas,California Dreamin',1966,86019253,5544,,,,
732,62,6.561777272,The Mamas and The Papas,Dedicated To The One I Love,1967,5455493,5544,,,,
733,12,19.39725958,Roger Williams,Born Free,1966,67131,5121,,,,
734,13,18.39913422,Nancy Sinatra,These Boots Are Made for Walkin',1966,36897264,2938,,,,
735,14,17.52086311,Jimmy Ruffin,What Becomes of the Brokenhearted,1966,16852870,1201,,,,
736,15,16.74093727,Frank Sinatra,Strangers in the Night,1966,21956408,15799,,,,
737,17,15.41358678,The Young Rascals,Good Lovin',1966,4783568,2093,,,,
738,9,23.45308318,The Young Rascals,Groovin',1967,4783568,2093,,,,
739,54,7.188199443,The Young Rascals,I've Been Lonely Too Long,1967,173991,2093,,,,
740,63,6.49284802,The Young Rascals,How Can I Be Sure,1967,341008,2093,,,,
742,19,14.32262507,Tommy James and The Shondells,Hanky Panky,1966,853252,1387,,,,
744,97,4.883493965,Tommy James and The Shondells,Mirage,1967,227312,1387,,,,
745,13,18.39913422,Tommy James and The Shondells,"Mony, Mony",1968,3641998,1387,,,,
746,10,21.87761624,Tommy James and The Shondells,Crimson And Clover,1969,11905252,1387,,,,
747,12,19.39725958,Tommy James and The Shondells,Crystal Blue Persuasion,1969,3143091,1387,,,,
748,20,13.84586851,Percy Sledge,When a Man Loves a Woman,1966,35465080,1092,,,,
749,54,7.188199443,Percy Sledge,Take Time To Know Her,1968,888908,1092,,,,
750,24,12.27610461,The Troggs,Wild Thing,1966,10680673,1786,,,,
751,25,11.94977132,Paul Revere and The Raiders,Kicks,1966,1572579,4169,,,,
752,67,6.234342105,Paul Revere and The Raiders,Just Like Me,1966,327267,4169,,,,
753,97,4.883493965,Paul Revere and The Raiders,Hungry,1966,257617,4169,,,,
754,95,4.951108236,Paul Revere and The Raiders,"Mr. Sun, Mr. Moon",1969,100456,4169,,,,
755,100,4.786300923,Paul Revere and The Raiders,Let Me,1969,4348,4169,,,,
756,26,11.64441273,Donovan,Sunshine Superman,1966,7309228,6108,,,,
757,61,6.632577127,Donovan,Hurdy Gurdy Man,1968,11057785,6108,,,,
758,53,7.277428145,Donovan,Atlantis,1969,2640311,6108,,,,
759,27,11.35794904,Bobby Hebb,Sunny,1966,18167168,673,,,,
760,29,10.83471074,The Happenings,See You In September,1966,591096,550,,,,
761,37,9.225435188,The Happenings,I Got Rhythm,1967,110643,550,,,,
762,32,10.15315495,Mitch Ryder and the Detroit Wheels,Devil with a Blue Dress On/Good Golly Miss Molly,1966,507896,827,,,,
763,34,9.754924552,The Mindbenders,A Groovy Kind of Love,1966,1144597,978,,,,
764,36,9.393779234,The Capitols,Cool Jerk,1966,1499894,879,,,,
765,37,9.225435188,Sandy Posey,Born a Woman,1966,7920,936,,,,
766,88,5.207645782,Sandy Posey,I Take It Back,1967,89016,936,,,,
767,38,9.064478563,The Cyrkle,Red Rubber Ball,1966,846269,669,,,,
768,40,8.762749681,The Left Banke,Walk Away Renee,1966,856321,1760,,,,
769,42,8.485070759,The Outsiders,Time Won't Let Me,1966,206922,2291,,,,
770,45,8.107365283,The Hollies,Bus Stop,1966,14087286,5105,,,,
771,42,8.485070759,The Hollies,On A Carousel,1967,1833574,5105,,,,
772,64,6.425711417,The Hollies,Carrie Ann,1967,5012889,5105,,,,
773,46,7.990608098,James and Bobby Purify,I'm Your Puppet,1966,3820190,566,,,,
774,47,7.877989793,B. J. Thomas,I'm So Lonesome I Could Cry,1966,65826,1074,,,,
775,99,4.818155049,B. J. Thomas,Hooked On A Feeling,1969,2960882,1074,,,,
776,49,7.664266318,The Standells,Dirty Water,1966,1416973,2082,,,,
777,50,7.562750921,Bob Lind,Elusive Butterfly,1966,560837,676,,,,
778,51,7.4645509,Simon and Garfunkel,I Am a Rock,1966,14516548,5561,,,,
779,54,7.188199443,Simon and Garfunkel,The Sound of Silence,1966,140952268,5561,,,,
780,56,7.017717833,Simon and Garfunkel,Homeward Bound,1966,13052761,5561,,,,
783,89,5.168953147,Simon and Garfunkel,Scarborough Fair / Canticle,1968,20339116,5561,,,,
784,58,6.857053284,Robert Parker,Barefootin',1966,711657,215,,,,
785,64,6.425711417,Count Five,Psychotic Reaction,1966,2591519,694,,,,
786,66,6.296526022,The T-Bones,No Matter What Shape (Your Stomach Is In),1966,108083,750,,,,
787,68,6.173680038,Deon Jackson,Love Makes The World Go Round,1966,381062,249,,,,
788,69,6.114481004,Crispian St. Peters,The Pied Piper,1966,382427,764,,,,
793,74,5.838577711,Marvelettes,Don't Mess With Bill,1966,704329,3009,,,,
794,75,5.787081068,Neil Diamond,"Cherry, Cherry",1966,2762644,5853,,,,
795,86,5.287264321,Neil Diamond,"Girl, You'll Be A Woman Soon",1967,6127648,5853,,,,
796,100,4.786300923,Neil Diamond,Thank The Lord For The Night Time,1967,532896,5853,,,,
797,22,13.00172664,Neil Diamond,Sweet Caroline,1969,72737534,5853,,,,
798,78,5.63920084,Lou Rawls,Love Is A Hurtin' Thing,1966,255538,2941,,,,
799,91,5.093692001,Lou Rawls,Your Good Thing (Is About To End),1969,23102,2941,,,,
801,83,5.412631479,The Sandpipers,Guantanamera,1966,650585,1407,,,,
802,84,5.370017132,Wilson Pickett,"Land Of 1,000 Dances",1966,25042907,3001,,,,
803,100,4.786300923,Wilson Pickett,634-5789,1966,973614,3001,,,,
804,73,5.891242669,Wilson Pickett,Funky Broadway,1967,1193242,3001,,,,
805,85,5.328236693,Shades Of Blue,Oh How Happy,1966,98161,2035,,,,
806,87,5.247075258,Turtles,You Baby,1966,553566,5416,,,,
807,88,5.207645782,The Vogues,Five O'clock World,1966,667476,1079,,,,
808,24,12.27610461,The Vogues,"Turn Around, Look At Me",1968,352007,1079,,,,
809,89,5.168953147,Los Bravos,Black Is Black,1966,5988974,562,,,,
810,92,5.057082445,Slim Harpo,Baby Scratch My Back,1966,387232,1856,,,,
811,95,4.951108236,Bobby Fuller Four,I Fought The Law,1966,5019487,1299,,,,
812,98,4.850547815,Herb Alpert and The Tijuana Brass,Zorba The Greek,1966,391411,3642,,,,
813,1,100,Lulu,To Sir With Love,1967,3319473,4659,,,,
814,2,63.2878297,The Box Tops,The Letter,1967,22113106,1953,,,,
815,16,16.04282372,The Box Tops,Cry Like A Baby,1968,614571,1953,,,,
816,98,4.850547815,The Box Tops,Soul Deep,1969,306962,1953,,,,
817,100,4.786300923,The Box Tops,Sweet Cream Ladies,1969,72768,1953,,,,
822,14,17.52086311,The Doors,"Hello, I Love You",1968,12518264,8577,,,,
824,7,27.68441135,Frank and Nancy Sinatra,Somethin' Stupid,1967,23630585,1520,,,,
825,10,21.87761624,Frankie Valli,Can't Take My Eyes Off You,1967,34519703,2457,,,,
826,11,20.54380234,The Music Explosion,Little Bit O' Soul,1967,568383,552,,,,
829,59,6.780124557,Aretha Franklin,Baby I Love You,1967,5884570,4631,,,,
830,75,5.787081068,Aretha Franklin,I Never Loved A Man (The Way I Love You),1967,8221365,4631,,,,
831,46,7.990608098,Aretha Franklin,(Sweet Sweet Baby) Since You've Been Gone,1968,1999561,4631,,,,
832,93,5.021127552,Aretha Franklin,I Say A Little Prayer,1968,73432380,4631,,,,
833,94,4.985808764,Aretha Franklin,Think,1968,44177032,4631,,,,
834,15,16.74093727,Bobby Vee and The Strangers,Come Back When You Grow Up,1967,290138,1614,,,,
835,16,16.04282372,The Buckinghams,Kind Of A Drag,1967,612766,2064,,,,
836,39,8.910403258,The Buckinghams,Don't You Care,1967,279791,2064,,,,
838,17,15.41358678,Arthur Conley,Sweet Soul Music,1967,14474435,777,,,,
839,18,14.84294734,The Soul Survivors,Expressway To Your Heart,1967,349967,1037,,,,
841,68,6.173680038,Sam and Dave,I Thank You,1968,751080,4812,,,,
842,21,13.40711287,Jay and The Techniques,"Apples, Peaches, Pumpkin Pie",1967,280359,346,,,,
843,22,13.00172664,Every Mothers' Son,Come On Down To My Boat,1967,325371,671,,,,
844,23,12.62582101,Strawberry Alarm Clock,Incense And Peppermints,1967,3209861,2877,,,,
845,25,11.94977132,Vicki Carr,It Must Be Him,1967,631075,1054,,,,
846,26,11.64441273,Brenton Wood,Gimme Little Sign,1967,3623924,1103,,,,
847,27,11.35794904,Buffalo Springfield,For What It's Worth,1967,92808661,2208,,,,
848,31,10.36815025,Engelbert Humperdinck,Release Me,1967,3522968,3257,,,,
849,32,10.15315495,Marvin Gaye and Tammi Terrell,Your Precious Love,1967,4738770,581,,,,
850,87,5.247075258,Marvin Gaye and Tammi Terrell,Ain't No Mountain High Enough,1967,201057355,581,,,,
851,57,6.936215781,Marvin Gaye and Tammi Terrell,Ain't Nothing Like The Real Thing,1968,7685617,581,,,,
852,82,5.456106733,Marvin Gaye and Tammi Terrell,You're All I Need To Get By,1968,12177190,581,,,,
853,33,9.949031357,Jefferson Airplane,Somebody To Love,1967,42786915,6169,,,,
854,81,5.500471104,Jefferson Airplane,White Rabbit,1967,49865242,6169,,,,
855,34,9.754924552,The Esquires,Get On Up,1967,373440,388,,,,
856,35,9.570069478,Van Morrison,Brown Eyed Girl,1967,179465009,11331,,,,
857,38,9.064478563,Procol Harum,A Whiter Shade Of Pale,1967,19406809,2788,,,,
858,40,8.762749681,The Casinos,Then You Can Tell Me Goodbye,1967,502765,396,,,,
859,45,8.107365283,The Tremeloes,Silence Is Golden,1967,2242962,1669,,,,
861,46,7.990608098,Ed Ames,My Cup Runneth Over,1967,228773,1411,,,,
868,17,15.41358678,The 5th Dimension,Stoned Soul Picnic,1968,659715,2394,,,,
869,2,63.2878297,The 5th Dimension,Aquarius / Let The Sunshine In,1969,11308691,2394,,,,
870,40,8.762749681,The 5th Dimension,Wedding Bell Blues,1969,1904448,2394,,,,
871,48,7.769280177,Scott Mckenzie,San Francisco (Be Sure to Wear Flowers in Your Hair),1967,33363496,746,,,,
872,49,7.664266318,The Cowsills,"The Rain, The Park And Other Things",1967,3174001,2784,,,,
873,71,6.000251993,The Cowsills,Indian Lake,1968,288104,2784,,,,
874,13,18.39913422,The Cowsills,Hair,1969,259696,2784,,,,
875,58,6.857053284,Five Americans,Western Union,1967,119130,620,,,,
876,65,6.360293906,Blue Magoos,(We Ain't Got) Nothin' Yet,1967,637843,846,,,,
877,66,6.296526022,The Easybeats,Friday On My Mind,1967,6038048,4259,,,,
878,67,6.234342105,The Bar-Kays,Soul Finger,1967,5340668,1226,,,,
879,68,6.173680038,The Spencer Davis Group,Gimme Some Lovin',1967,20812662,1069,,,,
880,69,6.114481004,The Hombres,Let It Out (Let It All Hang Out),1967,487070,567,,,,
881,70,6.056689273,The Grass Roots,Let's Live For Today,1967,2649781,4194,,,,
882,19,14.32262507,The Grass Roots,Midnight Confessions,1968,748738,4194,,,,
883,48,7.769280177,The Grass Roots,I'd Wait A Million Years,1969,793077,4194,,,,
884,71,6.000251993,Peaches and Herb,Close Your Eyes,1967,334016,1567,,,,
885,76,5.736711756,Aaron Neville,Tell It Like It Is,1967,6815477,1369,,,,
886,77,5.687430745,James Brown and The Famous Flames,Cold Sweat,1967,3386760,3416,,,,
887,58,6.857053284,James Brown and The Famous Flames,I Got The Feelin',1968,3337941,3416,,,,
888,90,5.130975533,James Brown and The Famous Flames,Say It Loud I'm Black And I'm Proud,1968,1180592,3416,,,,
889,79,5.59198657,Keith,98.6,1967,390830,414,,,,
890,84,5.370017132,The Royal Guardsmen,Snoopy Vs. The Red Baron,1967,301051,650,,,,
891,85,5.328236693,Janis Ian,Society's Child,1967,121720,2300,,,,
892,90,5.130975533,Robert Knight,Everlasting Love,1967,294080,389,,,,
893,92,5.057082445,Bill Cosby,Little Ole Man (Uptight-Everything's Alright),1967,16187,5767,,,,
894,93,5.021127552,The Electric Prunes,I Had Too Much To Dream Last Night,1967,1709322,3498,,,,
895,96,4.917008807,The Who,I Can See For Miles,1967,8118783,11121,,,,
896,2,63.2878297,Paul Mauriat,Love Is Blue,1968,2160381,1189,,,,
901,35,9.570069478,The Rascals,A Beautiful Morning,1968,2144939,2093,,,,
902,6,30.6492728,Cream,Sunshine Of Your Love,1968,68023254,1342,,,,
903,81,5.500471104,Cream,White Room,1968,45651039,1342,,,,
904,7,27.68441135,Herb Alpert,This Guy's In Love With You,1968,4842746,3642,,,,
905,8,25.34898699,Hugo Montenegro,"The Good, The Bad And The Ugly",1968,1363760,1137,,,,
906,10,21.87761624,Archie Bell and The Drells,Tighten Up,1968,3636744,929,,,,
910,15,16.74093727,Gary Puckett and The Union Gap,Young Girl,1968,5359097,1275,,,,
911,34,9.754924552,Gary Puckett and The Union Gap,Lady Willpower,1968,1062719,1275,,,,
912,73,5.891242669,Gary Puckett and The Union Gap,Over You,1968,787610,1275,,,,
913,79,5.59198657,Gary Puckett and The Union Gap,"Woman, Woman",1968,1062775,1275,,,,
914,84,5.370017132,Gary Puckett and The Union Gap,This Girl Is A Woman Now,1969,457270,1275,,,,
915,18,14.84294734,Hugh Masekela,Grazing In The Grass,1968,1112086,1428,,,,
916,20,13.84586851,Sly and The Family Stone,Dance To The Music,1968,22774230,4729,,,,
919,7,27.68441135,Sly and The Family Stone,Hot Fun In The Summertime,1969,3603866,4729,,,,
920,21,13.40711287,Cliff Nobles,The Horse,1968,343717,369,,,,
921,23,12.62582101,The Delfonics,La-La Means I Love You,1968,7088859,1723,,,,
922,25,11.94977132,John Fred and His Playboy Band,Judy In Disguise (With Glasses),1968,1079207,448,,,,
923,26,11.64441273,Classics IV,Spooky,1968,2095546,1391,,,,
924,54,7.188199443,Classics IV,Traces,1969,403499,1391,,,,
925,28,11.08857401,Merrilee Rush,Angel Of The Morning,1968,719339,916,,,,
926,29,10.83471074,Georgie Fame,The Ballad Of Bonnie And Clyde,1968,587910,2126,,,,
